学号,证书名称,证书编号,获得日期,状态,审核人,审核意见
202400308,AutoCAD 机械设计工程师认证,CAD456967,2025-07-03,通过,张伟,佐证材料完整，予以通过
202400309,机动车驾驶证（C1）,3706540777,2025-02-13,通过,张伟,符合认定条件，通过
202400310,大学英语四级证书,7100715421,2025-07-24,通过,张伟,材料齐全，同意认定
202400311,普通话水平测试二级甲等证书,376755698,2025-11-23,通过,张伟,佐证材料完整，予以通过
202400312,普通话水平测试二级甲等证书,377731697,2024-05-25,通过,张伟,符合认定条件，通过
202400313,大学英语六级证书,6400514328,2025-03-02,待审核,,
202400314,AutoCAD 机械设计工程师认证,CAD179179,2025-12-16,通过,张伟,材料齐全，同意认定
202400315,大学英语四级证书,7100839825,2025-01-06,通过,张伟,材料齐全，同意认定
202400316,全国计算机等级考试二级证书,612156836,2025-02-02,通过,张伟,符合认定条件，通过
202400317,机动车驾驶证（C1）,3706258056,2025-05-24,待审核,,
202400318,大学英语六级证书,6400597010,2024-12-20,公示中,张伟,符合认定条件，通过
202400319,机动车驾驶证（C1）,3706607912,2025-07-14,通过,张伟,符合认定条件，通过
202400320,机动车驾驶证（C1）,3706532633,2024-06-26,通过,张伟,材料齐全，同意认定
202400321,全国计算机等级考试二级证书,538279796,2026-07-08,通过,张伟,符合认定条件，通过
202400322,普通话水平测试二级甲等证书,375983827,2024-01-09,通过,张伟,符合认定条件，通过
202400323,机动车驾驶证（C1）,3706103636,2024-05-10,通过,张伟,材料齐全，同意认定
202400324,机动车驾驶证（C1）,3706845990,2026-03-23,通过,张伟,材料齐全，同意认定
202400325,AutoCAD 机械设计工程师认证,CAD207895,2026-08-12,驳回,张伟,材料不完整，请补充佐证后重新提交
202400326,机动车驾驶证（C1）,3706107355,2024-02-06,待审核,,
202400327,大学英语四级证书,7100916682,2026-08-20,通过,张伟,材料齐全，同意认定
202400328,全国计算机等级考试二级证书,529604557,2025-05-17,待审核,,
202400329,AutoCAD 机械设计工程师认证,CAD467580,2025-01-05,驳回,张伟,盖章缺失，请重新上传完整材料
202400330,全国计算机等级考试二级证书,641894286,2026-03-18,通过,张伟,材料齐全，同意认定
202400331,机动车驾驶证（C1）,3706483679,2026-02-26,通过,张伟,材料齐全，同意认定
202400332,普通话水平测试二级甲等证书,375828452,2026-01-01,通过,张伟,材料齐全，同意认定
202400333,大学英语四级证书,7100235893,2024-10-19,通过,张伟,材料齐全，同意认定
202400334,全国计算机等级考试二级证书,557401912,2026-04-14,通过,张伟,符合认定条件，通过
202400335,全国计算机等级考试二级证书,627605076,2025-03-05,通过,张伟,符合认定条件，通过
202400336,大学英语六级证书,6400513282,2024-05-12,通过,张伟,佐证材料完整，予以通过
202400337,AutoCAD 机械设计工程师认证,CAD294920,2025-08-16,通过,张伟,符合认定条件，通过
202400338,大学英语六级证书,6400283240,2025-03-25,通过,张伟,材料齐全，同意认定
202400339,大学英语六级证书,6400949586,2026-08-12,通过,张伟,佐证材料完整，予以通过
202400340,大学英语四级证书,7100270140,2026-03-23,驳回,张伟,材料不完整，请补充佐证后重新提交
202400341,AutoCAD 机械设计工程师认证,CAD841443,2025-05-15,通过,张伟,材料齐全，同意认定
202400342,AutoCAD 机械设计工程师认证,CAD356664,2024-10-11,通过,张伟,佐证材料完整，予以通过
202400343,普通话水平测试二级甲等证书,372547397,2026-02-15,待审核,,
202400344,全国计算机等级考试二级证书,522187383,2026-02-01,通过,张伟,佐证材料完整，予以通过
202400345,机动车驾驶证（C1）,3706516887,2026-04-17,通过,张伟,符合认定条件，通过
202400346,全国计算机等级考试二级证书,627860146,2026-07-23,通过,张伟,佐证材料完整，予以通过
202400347,全国计算机等级考试二级证书,574793709,2024-05-18,通过,张伟,符合认定条件，通过
202400348,AutoCAD 机械设计工程师认证,CAD336332,2024-05-12,通过,张伟,佐证材料完整，予以通过
202400349,全国计算机等级考试二级证书,554082143,2025-06-07,驳回,张伟,时间信息有误，请核对后重新提交
202400350,大学英语四级证书,7100613100,2024-02-20,待审核,,
202400351,普通话水平测试二级甲等证书,370261630,2026-06-12,通过,张伟,符合认定条件，通过
202400352,全国计算机等级考试二级证书,608750864,2024-01-22,通过,张伟,材料齐全，同意认定
202400353,机动车驾驶证（C1）,3706630541,2025-01-17,通过,张伟,符合认定条件，通过
202400354,机动车驾驶证（C1）,3706825415,2025-08-01,通过,张伟,佐证材料完整，予以通过
202400355,AutoCAD 机械设计工程师认证,CAD520874,2024-08-03,待审核,,
202400356,全国计算机等级考试二级证书,513918907,2025-02-07,通过,张伟,材料齐全，同意认定
202400357,全国计算机等级考试二级证书,598797758,2025-09-09,通过,张伟,佐证材料完整，予以通过
202400358,机动车驾驶证（C1）,3706885651,2026-03-08,待审核,,
202400359,普通话水平测试二级甲等证书,373119381,2026-02-05,待审核,,
202400360,大学英语四级证书,7100425814,2024-09-27,通过,张伟,佐证材料完整，予以通过
202400361,大学英语四级证书,7100890720,2025-11-12,通过,张伟,佐证材料完整，予以通过
202400362,大学英语四级证书,7100189932,2026-08-15,通过,张伟,符合认定条件，通过
202400363,机动车驾驶证（C1）,3706161305,2025-04-24,公示中,张伟,佐证材料完整，予以通过
202400364,大学英语六级证书,6400634916,2025-03-11,通过,张伟,佐证材料完整，予以通过
202400365,大学英语六级证书,6400925819,2025-11-17,通过,张伟,材料齐全，同意认定
202400366,大学英语四级证书,7100925631,2026-07-16,通过,张伟,材料齐全，同意认定
202400367,大学英语六级证书,6400779221,2024-11-17,驳回,张伟,盖章缺失，请重新上传完整材料
202400368,全国计算机等级考试二级证书,628497626,2026-04-01,通过,张伟,材料齐全，同意认定
202400369,AutoCAD 机械设计工程师认证,CAD993101,2025-11-11,通过,张伟,符合认定条件，通过
202400370,普通话水平测试二级甲等证书,379387704,2026-08-15,通过,张伟,材料齐全，同意认定
202400371,AutoCAD 机械设计工程师认证,CAD302802,2025-05-15,通过,张伟,材料齐全，同意认定
202400372,机动车驾驶证（C1）,3706455891,2026-02-23,通过,张伟,符合认定条件，通过
202400373,普通话水平测试二级甲等证书,372994926,2025-09-23,通过,张伟,符合认定条件，通过
202400374,大学英语六级证书,6400621240,2026-05-23,驳回,张伟,材料不完整，请补充佐证后重新提交
202400375,全国计算机等级考试二级证书,589626402,2025-02-04,通过,张伟,佐证材料完整，予以通过
202400376,大学英语四级证书,7100464133,2026-01-07,待审核,,
202400377,AutoCAD 机械设计工程师认证,CAD115436,2024-11-23,通过,张伟,佐证材料完整，予以通过
202400378,机动车驾驶证（C1）,3706314511,2024-01-24,待审核,,
202400379,大学英语六级证书,6400798784,2024-04-11,通过,张伟,材料齐全，同意认定
202400380,机动车驾驶证（C1）,3706727415,2026-06-11,通过,张伟,符合认定条件，通过
202400381,大学英语四级证书,7100338744,2026-06-02,通过,张伟,佐证材料完整，予以通过
202400382,机动车驾驶证（C1）,3706953182,2025-08-11,通过,张伟,符合认定条件，通过
202400383,全国计算机等级考试二级证书,575256901,2026-08-24,待审核,,
202400384,AutoCAD 机械设计工程师认证,CAD458339,2025-12-16,待审核,,
202400385,大学英语六级证书,6400238463,2026-02-16,驳回,张伟,认定依据不足，请补充说明材料
202400386,大学英语六级证书,6400544526,2026-02-26,通过,张伟,符合认定条件，通过
202400387,机动车驾驶证（C1）,3706527173,2026-04-22,通过,张伟,佐证材料完整，予以通过
202400388,AutoCAD 机械设计工程师认证,CAD948174,2026-05-26,通过,张伟,佐证材料完整，予以通过
202400389,AutoCAD 机械设计工程师认证,CAD223795,2025-09-10,通过,张伟,材料齐全，同意认定
202400390,机动车驾驶证（C1）,3706511514,2024-11-17,通过,张伟,符合认定条件，通过
202400391,AutoCAD 机械设计工程师认证,CAD637482,2026-07-11,通过,张伟,符合认定条件，通过
202400392,机动车驾驶证（C1）,3706398059,2025-11-10,通过,张伟,佐证材料完整，予以通过
202400393,普通话水平测试二级甲等证书,371813347,2025-04-13,通过,张伟,符合认定条件，通过
202400394,AutoCAD 机械设计工程师认证,CAD316855,2024-10-28,通过,张伟,材料齐全，同意认定
202400395,大学英语四级证书,7100139552,2026-04-06,通过,张伟,符合认定条件，通过
202400396,全国计算机等级考试二级证书,515498702,2026-02-09,通过,张伟,符合认定条件，通过
202400397,大学英语四级证书,7100740950,2026-04-13,通过,张伟,佐证材料完整，予以通过
202400398,大学英语四级证书,7100573032,2026-01-16,通过,张伟,材料齐全，同意认定
202400399,全国计算机等级考试二级证书,647256689,2025-08-11,通过,张伟,符合认定条件，通过
202400400,机动车驾驶证（C1）,3706668175,2024-01-26,通过,张伟,材料齐全，同意认定
202400401,大学英语四级证书,7100916090,2026-07-18,通过,张伟,佐证材料完整，予以通过
202400402,大学英语六级证书,6400379989,2025-11-17,通过,张伟,材料齐全，同意认定
202400403,全国计算机等级考试二级证书,614020307,2026-05-27,通过,张伟,符合认定条件，通过
202400404,大学英语六级证书,6400420291,2024-01-19,通过,张伟,材料齐全，同意认定
202400405,普通话水平测试二级甲等证书,373734403,2025-03-06,通过,张伟,符合认定条件，通过
202400406,机动车驾驶证（C1）,3706290040,2025-04-14,通过,张伟,佐证材料完整，予以通过
202400407,普通话水平测试二级甲等证书,376444184,2025-10-25,公示中,张伟,佐证材料完整，予以通过
202400408,大学英语四级证书,7100964161,2026-03-18,通过,张伟,材料齐全，同意认定
202400409,全国计算机等级考试二级证书,585703124,2024-09-03,待审核,,
202400410,全国计算机等级考试二级证书,588611747,2024-03-11,驳回,张伟,材料不完整，请补充佐证后重新提交
202400411,全国计算机等级考试二级证书,562559626,2025-10-24,驳回,张伟,时间信息有误，请核对后重新提交
202400412,机动车驾驶证（C1）,3706708963,2025-12-15,通过,张伟,符合认定条件，通过
202400413,全国计算机等级考试二级证书,632096159,2026-04-19,通过,张伟,材料齐全，同意认定
202400414,大学英语四级证书,7100658501,2024-06-04,待审核,,
202400415,大学英语四级证书,7100513623,2026-01-03,通过,张伟,符合认定条件，通过
202400416,大学英语六级证书,6400198101,2024-07-16,通过,张伟,佐证材料完整，予以通过
202400417,普通话水平测试二级甲等证书,379666004,2026-02-11,通过,张伟,佐证材料完整，予以通过
202400418,AutoCAD 机械设计工程师认证,CAD559637,2026-04-25,待审核,,
202400419,机动车驾驶证（C1）,3706899766,2024-01-23,通过,张伟,佐证材料完整，予以通过
202400420,大学英语四级证书,7100184547,2024-06-03,通过,张伟,符合认定条件，通过
202400421,普通话水平测试二级甲等证书,373670644,2024-02-05,通过,张伟,佐证材料完整，予以通过
202400422,AutoCAD 机械设计工程师认证,CAD160092,2024-06-20,通过,张伟,符合认定条件，通过
202400423,全国计算机等级考试二级证书,578332934,2025-11-17,通过,张伟,符合认定条件，通过
202400424,大学英语六级证书,6400209098,2024-10-04,待审核,,
202400425,全国计算机等级考试二级证书,564210049,2025-05-16,通过,张伟,材料齐全，同意认定
202400426,全国计算机等级考试二级证书,581174146,2024-05-02,通过,张伟,材料齐全，同意认定
202400427,AutoCAD 机械设计工程师认证,CAD537217,2026-06-24,通过,张伟,佐证材料完整，予以通过
202400428,普通话水平测试二级甲等证书,374226028,2026-05-20,通过,张伟,佐证材料完整，予以通过
202400429,全国计算机等级考试二级证书,588247085,2026-08-12,驳回,张伟,材料不完整，请补充佐证后重新提交
202400430,全国计算机等级考试二级证书,516064425,2025-01-23,通过,张伟,材料齐全，同意认定
202400431,全国计算机等级考试二级证书,565853847,2026-01-22,通过,张伟,材料齐全，同意认定
202400432,机动车驾驶证（C1）,3706256262,2024-04-08,通过,张伟,佐证材料完整，予以通过
202400433,AutoCAD 机械设计工程师认证,CAD802514,2024-04-18,驳回,张伟,材料不完整，请补充佐证后重新提交
202400434,大学英语六级证书,6400307375,2024-11-25,驳回,张伟,时间信息有误，请核对后重新提交
202400435,AutoCAD 机械设计工程师认证,CAD137442,2025-12-27,通过,张伟,材料齐全，同意认定
202400436,AutoCAD 机械设计工程师认证,CAD722842,2025-01-28,通过,张伟,符合认定条件，通过
202400437,普通话水平测试二级甲等证书,372023332,2026-02-12,驳回,周建军,认定依据不足，请补充说明材料
202400438,机动车驾驶证（C1）,3706261877,2025-11-16,待审核,,
202400439,机动车驾驶证（C1）,3706747236,2025-07-12,通过,周建军,材料齐全，同意认定
202400440,机动车驾驶证（C1）,3706815377,2026-05-22,通过,周建军,符合认定条件，通过
202400441,机动车驾驶证（C1）,3706218970,2025-11-03,通过,周建军,材料齐全，同意认定
202400442,普通话水平测试二级甲等证书,374278387,2025-10-16,待审核,,
202400443,全国计算机等级考试二级证书,536706900,2026-08-10,通过,周建军,材料齐全，同意认定
202400444,大学英语四级证书,7100373059,2026-05-09,通过,周建军,符合认定条件，通过
202400445,AutoCAD 机械设计工程师认证,CAD510442,2024-07-25,通过,周建军,材料齐全，同意认定
202400446,AutoCAD 机械设计工程师认证,CAD476156,2025-07-17,通过,周建军,佐证材料完整，予以通过
202400447,普通话水平测试二级甲等证书,373214197,2024-12-08,通过,周建军,材料齐全，同意认定
202400448,全国计算机等级考试二级证书,601756909,2024-08-15,通过,周建军,符合认定条件，通过
202400449,机动车驾驶证（C1）,3706373672,2024-05-25,通过,周建军,符合认定条件，通过
202400450,大学英语四级证书,7100669376,2026-04-12,通过,周建军,佐证材料完整，予以通过
202400451,AutoCAD 机械设计工程师认证,CAD277964,2026-05-19,通过,周建军,材料齐全，同意认定
202400452,全国计算机等级考试二级证书,611798839,2025-07-12,通过,周建军,符合认定条件，通过
202400453,机动车驾驶证（C1）,3706651675,2025-01-03,通过,周建军,佐证材料完整，予以通过
202400454,机动车驾驶证（C1）,3706644161,2026-02-13,通过,周建军,佐证材料完整，予以通过
202400455,AutoCAD 机械设计工程师认证,CAD558644,2026-04-05,通过,周建军,符合认定条件，通过
202400456,普通话水平测试二级甲等证书,375526896,2026-07-09,通过,周建军,佐证材料完整，予以通过
202400457,全国计算机等级考试二级证书,557673018,2026-05-26,通过,周建军,符合认定条件，通过
202400458,普通话水平测试二级甲等证书,373220146,2026-07-11,待审核,,
202400459,大学英语四级证书,7100501394,2025-09-18,通过,周建军,佐证材料完整，予以通过
202400460,大学英语六级证书,6400281940,2024-04-01,通过,周建军,符合认定条件，通过
202400461,普通话水平测试二级甲等证书,375895557,2026-08-26,通过,周建军,佐证材料完整，予以通过
202400462,大学英语四级证书,7100669115,2024-06-20,通过,周建军,材料齐全，同意认定
202400463,大学英语四级证书,7100698532,2026-08-18,待审核,,
202400464,大学英语六级证书,6400121962,2024-01-04,通过,周建军,材料齐全，同意认定
202400465,AutoCAD 机械设计工程师认证,CAD755149,2026-03-05,通过,周建军,符合认定条件，通过
202400466,普通话水平测试二级甲等证书,377146489,2024-03-01,通过,周建军,符合认定条件，通过
202400467,机动车驾驶证（C1）,3706158245,2026-01-23,通过,周建军,佐证材料完整，予以通过
202400468,全国计算机等级考试二级证书,548401099,2026-05-25,待审核,,
202400469,机动车驾驶证（C1）,3706962455,2024-08-13,通过,周建军,佐证材料完整，予以通过
202400470,全国计算机等级考试二级证书,567084762,2026-03-15,通过,周建军,佐证材料完整，予以通过
202400471,AutoCAD 机械设计工程师认证,CAD279598,2025-01-19,通过,周建军,符合认定条件，通过
202400472,全国计算机等级考试二级证书,547648747,2026-02-20,公示中,周建军,符合认定条件，通过
202400473,大学英语四级证书,7100997937,2026-02-21,通过,周建军,符合认定条件，通过
202400474,大学英语六级证书,6400819574,2024-05-01,通过,周建军,材料齐全，同意认定
202400475,AutoCAD 机械设计工程师认证,CAD226156,2026-06-07,通过,周建军,佐证材料完整，予以通过
202400476,全国计算机等级考试二级证书,516531948,2025-12-22,驳回,周建军,材料不完整，请补充佐证后重新提交
202400477,机动车驾驶证（C1）,3706122487,2026-02-13,通过,周建军,符合认定条件，通过
202400478,机动车驾驶证（C1）,3706552447,2026-04-04,通过,周建军,材料齐全，同意认定
202400479,全国计算机等级考试二级证书,522250743,2024-01-19,公示中,周建军,符合认定条件，通过
202400480,大学英语四级证书,7100325054,2024-06-07,通过,周建军,符合认定条件，通过
202400481,AutoCAD 机械设计工程师认证,CAD872762,2024-01-26,通过,周建军,材料齐全，同意认定
202400482,机动车驾驶证（C1）,3706960545,2024-12-16,待审核,,
202400483,大学英语六级证书,6400160455,2025-03-12,通过,周建军,材料齐全，同意认定
202400484,全国计算机等级考试二级证书,647521616,2025-12-10,通过,周建军,材料齐全，同意认定
202400485,机动车驾驶证（C1）,3706606650,2024-08-22,公示中,周建军,符合认定条件，通过
202400486,机动车驾驶证（C1）,3706505641,2025-01-13,通过,周建军,佐证材料完整，予以通过
202400487,机动车驾驶证（C1）,3706117352,2026-03-07,通过,周建军,符合认定条件，通过
202400488,机动车驾驶证（C1）,3706432207,2024-09-14,通过,周建军,符合认定条件，通过
202400489,大学英语四级证书,7100985458,2024-10-23,驳回,周建军,认定依据不足，请补充说明材料
202400490,大学英语六级证书,6400827031,2025-10-02,通过,周建军,佐证材料完整，予以通过
202400491,大学英语六级证书,6400705687,2024-02-23,通过,周建军,佐证材料完整，予以通过
202400492,全国计算机等级考试二级证书,511897886,2026-04-24,待审核,,
202400493,普通话水平测试二级甲等证书,376359637,2025-04-23,通过,周建军,符合认定条件，通过
202400494,机动车驾驶证（C1）,3706670750,2025-11-05,待审核,,
202400495,AutoCAD 机械设计工程师认证,CAD400125,2025-07-13,驳回,周建军,认定依据不足，请补充说明材料
202400496,机动车驾驶证（C1）,3706259230,2026-06-18,通过,周建军,符合认定条件，通过
202400497,机动车驾驶证（C1）,3706864254,2026-04-10,通过,周建军,佐证材料完整，予以通过
202400498,大学英语六级证书,6400470575,2025-04-25,通过,周建军,佐证材料完整，予以通过
202400499,机动车驾驶证（C1）,3706380427,2025-10-05,通过,周建军,符合认定条件，通过
202400500,大学英语六级证书,6400691855,2025-10-11,通过,周建军,符合认定条件，通过
202400501,普通话水平测试二级甲等证书,374057399,2026-03-08,通过,周建军,材料齐全，同意认定
202400502,机动车驾驶证（C1）,3706253133,2025-03-09,通过,周建军,佐证材料完整，予以通过
202400503,大学英语六级证书,6400247173,2025-03-27,驳回,周建军,盖章缺失，请重新上传完整材料
202400504,AutoCAD 机械设计工程师认证,CAD352575,2026-04-19,通过,周建军,佐证材料完整，予以通过
202400505,普通话水平测试二级甲等证书,376491067,2026-02-13,通过,孙丽华,佐证材料完整，予以通过
202400506,AutoCAD 机械设计工程师认证,CAD794608,2026-08-21,通过,孙丽华,符合认定条件，通过
202400507,AutoCAD 机械设计工程师认证,CAD544263,2024-06-14,通过,孙丽华,佐证材料完整，予以通过
202400508,大学英语四级证书,7100338386,2024-08-09,待审核,,
202400509,机动车驾驶证（C1）,3706762938,2025-05-07,通过,孙丽华,佐证材料完整，予以通过
202400510,大学英语四级证书,7100785301,2025-01-26,公示中,孙丽华,材料齐全，同意认定
202400511,AutoCAD 机械设计工程师认证,CAD421640,2025-03-24,通过,孙丽华,佐证材料完整，予以通过
202400512,全国计算机等级考试二级证书,511303971,2025-01-10,驳回,孙丽华,材料不完整，请补充佐证后重新提交
202400513,AutoCAD 机械设计工程师认证,CAD477642,2024-11-18,通过,孙丽华,材料齐全，同意认定
202400514,普通话水平测试二级甲等证书,373854470,2025-04-15,待审核,,
202400515,AutoCAD 机械设计工程师认证,CAD406920,2025-03-13,驳回,孙丽华,材料不完整，请补充佐证后重新提交
202400516,AutoCAD 机械设计工程师认证,CAD825522,2026-02-12,待审核,,
202400517,大学英语六级证书,6400367088,2024-02-06,通过,孙丽华,材料齐全，同意认定
202400518,机动车驾驶证（C1）,3706578065,2025-01-23,通过,孙丽华,佐证材料完整，予以通过
202400519,大学英语六级证书,6400906996,2026-02-13,通过,孙丽华,材料齐全，同意认定
202400520,大学英语四级证书,7100663483,2026-06-26,驳回,孙丽华,材料不完整，请补充佐证后重新提交
202400521,大学英语六级证书,6400897406,2024-12-07,通过,孙丽华,符合认定条件，通过
202400522,机动车驾驶证（C1）,3706455662,2026-02-21,通过,孙丽华,符合认定条件，通过
202400523,AutoCAD 机械设计工程师认证,CAD115751,2024-01-07,通过,孙丽华,符合认定条件，通过
202400524,大学英语六级证书,6400249215,2024-10-13,通过,孙丽华,佐证材料完整，予以通过
202400525,大学英语六级证书,6400321450,2024-10-20,通过,孙丽华,材料齐全，同意认定
202400526,大学英语四级证书,7100689111,2026-02-01,待审核,,
202400527,大学英语四级证书,7100140416,2024-05-02,通过,孙丽华,佐证材料完整，予以通过
202400528,普通话水平测试二级甲等证书,371437101,2026-03-08,待审核,,
202400529,大学英语六级证书,6400330536,2025-10-23,通过,孙丽华,材料齐全，同意认定
202400530,AutoCAD 机械设计工程师认证,CAD649395,2026-01-21,通过,孙丽华,佐证材料完整，予以通过
202400531,大学英语六级证书,6400242489,2025-08-16,驳回,孙丽华,材料不完整，请补充佐证后重新提交
202400532,机动车驾驶证（C1）,3706228077,2024-11-26,待审核,,
202400533,AutoCAD 机械设计工程师认证,CAD473744,2026-06-19,通过,孙丽华,材料齐全，同意认定
202400534,全国计算机等级考试二级证书,539130632,2025-01-03,通过,孙丽华,材料齐全，同意认定
202400535,大学英语四级证书,7100108677,2026-03-19,通过,孙丽华,佐证材料完整，予以通过
202400536,大学英语四级证书,7100612330,2025-11-09,待审核,,
202400537,大学英语六级证书,6400663870,2026-05-18,通过,孙丽华,佐证材料完整，予以通过
202400538,AutoCAD 机械设计工程师认证,CAD203098,2025-08-25,待审核,,
202400539,全国计算机等级考试二级证书,601792125,2025-04-14,驳回,孙丽华,盖章缺失，请重新上传完整材料
202400540,机动车驾驶证（C1）,3706829921,2025-06-21,通过,孙丽华,符合认定条件，通过
202400541,AutoCAD 机械设计工程师认证,CAD746498,2024-10-12,待审核,,
202400542,普通话水平测试二级甲等证书,376048854,2024-07-24,通过,孙丽华,符合认定条件，通过
202400543,AutoCAD 机械设计工程师认证,CAD268436,2026-06-20,驳回,孙丽华,时间信息有误，请核对后重新提交
202400544,机动车驾驶证（C1）,3706819944,2024-04-08,通过,孙丽华,佐证材料完整，予以通过
202400545,大学英语四级证书,7100569369,2025-03-27,通过,孙丽华,佐证材料完整，予以通过
202400546,机动车驾驶证（C1）,3706208392,2025-07-05,通过,孙丽华,符合认定条件，通过
202400547,大学英语六级证书,6400468733,2024-01-02,通过,孙丽华,佐证材料完整，予以通过
202400548,机动车驾驶证（C1）,3706982927,2025-05-23,通过,孙丽华,材料齐全，同意认定
202400549,普通话水平测试二级甲等证书,376723367,2025-04-17,通过,孙丽华,材料齐全，同意认定
202400550,普通话水平测试二级甲等证书,372647979,2025-07-18,通过,孙丽华,佐证材料完整，予以通过
202400551,AutoCAD 机械设计工程师认证,CAD620760,2026-08-13,待审核,,
202400552,AutoCAD 机械设计工程师认证,CAD534723,2026-06-12,待审核,,
202400553,AutoCAD 机械设计工程师认证,CAD707892,2025-04-13,通过,孙丽华,符合认定条件，通过
202400554,机动车驾驶证（C1）,3706670586,2025-08-18,通过,孙丽华,佐证材料完整，予以通过
202400555,AutoCAD 机械设计工程师认证,CAD851615,2025-08-09,驳回,孙丽华,认定依据不足，请补充说明材料
202400556,大学英语四级证书,7100771730,2024-09-20,通过,孙丽华,符合认定条件，通过
202400557,大学英语六级证书,6400884025,2025-05-18,待审核,,
202400558,大学英语四级证书,7100338037,2024-04-11,通过,孙丽华,材料齐全，同意认定
202400559,大学英语六级证书,6400999261,2024-05-12,通过,孙丽华,材料齐全，同意认定
202400560,普通话水平测试二级甲等证书,376654040,2024-09-10,通过,孙丽华,符合认定条件，通过
202400561,大学英语六级证书,6400614145,2024-03-01,驳回,孙丽华,材料不完整，请补充佐证后重新提交
202400562,全国计算机等级考试二级证书,535186438,2025-10-21,通过,孙丽华,符合认定条件，通过
202400563,全国计算机等级考试二级证书,647971687,2024-07-19,通过,孙丽华,符合认定条件，通过
202400564,大学英语四级证书,7100841402,2026-04-09,通过,孙丽华,佐证材料完整，予以通过
202400565,全国计算机等级考试二级证书,519785399,2024-01-17,通过,孙丽华,材料齐全，同意认定
202400566,AutoCAD 机械设计工程师认证,CAD647551,2024-11-08,通过,孙丽华,材料齐全，同意认定
202400567,AutoCAD 机械设计工程师认证,CAD552699,2024-04-23,通过,孙丽华,佐证材料完整，予以通过
202400568,大学英语六级证书,6400717657,2025-12-07,待审核,,
202400569,大学英语四级证书,7100468502,2025-12-03,待审核,,
202400570,大学英语六级证书,6400734759,2024-07-06,通过,孙丽华,符合认定条件，通过
202400571,全国计算机等级考试二级证书,622171717,2026-04-23,通过,钱雅琴,符合认定条件，通过
202400572,AutoCAD 机械设计工程师认证,CAD132599,2025-01-15,通过,钱雅琴,符合认定条件，通过
202400573,普通话水平测试二级甲等证书,379228161,2024-02-01,通过,钱雅琴,符合认定条件，通过
202400574,机动车驾驶证（C1）,3706894863,2024-05-20,待审核,,
202400575,机动车驾驶证（C1）,3706882536,2026-03-09,通过,钱雅琴,符合认定条件，通过
202400576,普通话水平测试二级甲等证书,371680290,2024-11-03,通过,钱雅琴,材料齐全，同意认定
202400577,AutoCAD 机械设计工程师认证,CAD894210,2024-02-07,通过,钱雅琴,材料齐全，同意认定
202400578,普通话水平测试二级甲等证书,370166938,2026-04-20,通过,钱雅琴,佐证材料完整，予以通过
202400579,机动车驾驶证（C1）,3706253137,2026-01-27,待审核,,
202400580,普通话水平测试二级甲等证书,371236274,2025-03-22,通过,钱雅琴,材料齐全，同意认定
202400581,机动车驾驶证（C1）,3706802009,2025-08-06,通过,钱雅琴,符合认定条件，通过
202400582,大学英语四级证书,7100770509,2025-05-22,驳回,钱雅琴,材料不完整，请补充佐证后重新提交
202400583,普通话水平测试二级甲等证书,377735540,2024-03-28,通过,钱雅琴,材料齐全，同意认定
202400584,AutoCAD 机械设计工程师认证,CAD267605,2024-04-23,通过,钱雅琴,符合认定条件，通过
202400585,全国计算机等级考试二级证书,634038543,2025-04-28,待审核,,
202400586,大学英语四级证书,7100371809,2025-10-24,通过,钱雅琴,佐证材料完整，予以通过
202400587,全国计算机等级考试二级证书,549111824,2026-02-26,通过,钱雅琴,佐证材料完整，予以通过
202400588,全国计算机等级考试二级证书,522175525,2025-07-15,驳回,钱雅琴,盖章缺失，请重新上传完整材料
202400589,普通话水平测试二级甲等证书,375632586,2025-02-24,驳回,钱雅琴,材料不完整，请补充佐证后重新提交
202400590,大学英语六级证书,6400419173,2025-08-27,待审核,,
202400591,全国计算机等级考试二级证书,542290602,2024-12-23,通过,钱雅琴,材料齐全，同意认定
202400592,全国计算机等级考试二级证书,646165392,2026-04-08,通过,钱雅琴,佐证材料完整，予以通过
202400593,全国计算机等级考试二级证书,634525272,2024-02-06,通过,钱雅琴,材料齐全，同意认定
202400594,AutoCAD 机械设计工程师认证,CAD195058,2026-07-03,通过,钱雅琴,符合认定条件，通过
202400595,AutoCAD 机械设计工程师认证,CAD666502,2025-02-02,通过,钱雅琴,符合认定条件，通过
202400596,普通话水平测试二级甲等证书,378788059,2026-02-11,通过,钱雅琴,材料齐全，同意认定
202400597,大学英语六级证书,6400567679,2026-02-13,通过,钱雅琴,材料齐全，同意认定
202400598,大学英语四级证书,7100840647,2026-03-05,通过,钱雅琴,佐证材料完整，予以通过
202400599,大学英语六级证书,6400280135,2024-06-09,通过,钱雅琴,符合认定条件，通过
202400600,全国计算机等级考试二级证书,567122824,2026-03-21,通过,钱雅琴,佐证材料完整，予以通过
202500601,机动车驾驶证（C1）,3706648713,2025-10-21,待审核,,
202500602,机动车驾驶证（C1）,3706481873,2026-01-25,通过,陈晓宇,符合认定条件，通过
202500603,AutoCAD 机械设计工程师认证,CAD940625,2025-10-09,通过,陈晓宇,材料齐全，同意认定
202500604,AutoCAD 机械设计工程师认证,CAD635133,2026-08-20,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500605,大学英语六级证书,6400342400,2026-05-20,通过,陈晓宇,材料齐全，同意认定
