学号,姓名,性别,民族,政治面貌,出生日期,手机,邮箱,年级,学院,专业,班级,生源地,辅导员工号
202500604,江承宇,男,汉族,共青团员,2007-09-27,13022915250,202500604@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山西太原,C0003
202500605,蔡朗峰,男,汉族,共青团员,2007-01-22,18142083424,202500605@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东济宁,C0003
202500606,韩鸿飞,男,满族,共青团员,2007-12-09,19875919606,202500606@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,河南郑州,C0003
202500607,魏承宇,男,汉族,共青团员,2007-11-07,13157909542,202500607@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,黑龙江哈尔滨,C0003
202500608,崔丹妮,女,汉族,共青团员,2007-12-13,18226306013,202500608@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东济南,C0003
202500609,范子轩,男,壮族,共青团员,2007-03-15,18658769332,202500609@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东临沂,C0003
202500610,龚婉清,女,回族,共青团员,2007-02-05,13285967351,202500610@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山西太原,C0003
202500611,吕景行,男,汉族,群众,2007-10-25,19506657977,202500611@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,辽宁大连,C0003
202500612,夏鸿飞,男,汉族,共青团员,2007-06-04,18587836799,202500612@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,辽宁大连,C0003
202500613,韦欣怡,女,满族,共青团员,2007-11-18,17333857897,202500613@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,河北石家庄,C0003
202500614,杨雨桐,女,汉族,共青团员,2007-07-10,18675989030,202500614@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东潍坊,C0003
202500615,姜梦琪,女,朝鲜族,群众,2007-08-17,19726404952,202500615@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东淄博,C0003
202500616,孔静姝,女,满族,共青团员,2007-04-25,18034261343,202500616@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东烟台,C0003
202500617,金子轩,男,壮族,群众,2007-04-20,17323675854,202500617@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,河北石家庄,C0003
202500618,江泽楷,男,汉族,共青团员,2007-04-15,17249360623,202500618@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,安徽合肥,C0003
202500619,高依琳,女,汉族,共青团员,2007-08-12,18520623389,202500619@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东烟台,C0003
202500620,段天佑,男,汉族,共青团员,2007-12-24,15685222130,202500620@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东烟台,C0003
202500621,黎宗翰,男,汉族,共青团员,2007-03-20,19997895883,202500621@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东济南,C0003
202500622,韩景行,男,汉族,群众,2007-12-23,15846095823,202500622@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东潍坊,C0003
202500623,吴沛东,男,汉族,群众,2007-07-24,18609581488,202500623@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,吉林长春,C0003
202500624,郑朗峰,男,汉族,共青团员,2007-09-01,15792608908,202500624@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东临沂,C0003
202500625,向雨泽,男,汉族,共青团员,2007-07-16,15920907928,202500625@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,黑龙江哈尔滨,C0003
202500626,刘雨桐,女,回族,群众,2007-09-25,18147749534,202500626@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,黑龙江哈尔滨,C0003
202500627,杨悦宁,女,汉族,群众,2007-03-23,17345509840,202500627@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,江苏徐州,C0003
202500628,韦立群,男,汉族,共青团员,2007-07-06,15441266268,202500628@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东济宁,C0003
202500629,卢梦琪,女,汉族,共青团员,2007-11-06,13032618963,202500629@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东济宁,C0003
202500630,郝朗峰,男,汉族,共青团员,2007-10-13,19278695867,202500630@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山东青岛,C0003
202500631,董梦洁,女,汉族,共青团员,2007-01-16,19047994484,202500631@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,吉林长春,C0003
202500632,姜慕青,女,朝鲜族,共青团员,2007-10-07,17614686567,202500632@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,辽宁大连,C0003
202500633,龚鸿飞,男,壮族,共青团员,2007-11-08,17024863739,202500633@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,河南郑州,C0003
202500634,叶立群,男,汉族,共青团员,2007-05-22,18948309310,202500634@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2501班,山西太原,C0003
202500635,李启铭,男,汉族,共青团员,2007-09-05,15663357810,202500635@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东济宁,C0003
202500636,周梦洁,女,蒙古族,共青团员,2007-03-10,18050569919,202500636@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东淄博,C0003
202500637,陶思远,男,汉族,共青团员,2007-03-17,18403425633,202500637@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东烟台,C0003
202500638,崔景行,男,汉族,共青团员,2007-04-13,18938073516,202500638@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,河南郑州,C0003
202500639,姚浩然,男,壮族,共青团员,2007-10-27,18523289445,202500639@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东潍坊,C0003
202500640,任家豪,男,汉族,共青团员,2007-09-20,17026758083,202500640@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,安徽合肥,C0003
202500641,雷若曦,女,回族,群众,2007-09-14,15601011952,202500641@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东济南,C0003
202500642,顾天佑,男,汉族,共青团员,2007-02-19,18029227371,202500642@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山西太原,C0003
202500643,杨昊天,男,汉族,共青团员,2007-09-18,15287592837,202500643@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,吉林长春,C0003
202500644,高致远,男,汉族,共青团员,2007-06-02,19215733100,202500644@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东济南,C0003
202500645,赵向阳,男,朝鲜族,共青团员,2007-08-22,13096750779,202500645@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东济南,C0003
202500646,蒋亦驰,男,汉族,共青团员,2007-07-13,15428228247,202500646@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山西太原,C0003
202500647,朱天佑,男,汉族,共青团员,2007-12-17,15428695231,202500647@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,辽宁大连,C0003
202500648,郝依琳,女,回族,共青团员,2007-03-07,18641638191,202500648@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山西太原,C0003
202500649,史静姝,女,壮族,群众,2007-10-17,15068233332,202500649@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,吉林长春,C0003
202500650,何志强,男,汉族,共青团员,2007-05-09,13028650224,202500650@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,河北石家庄,C0003
202500651,万丹妮,女,汉族,共青团员,2007-05-08,18068193362,202500651@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东济南,C0003
202500652,严丹妮,女,壮族,群众,2007-12-20,17040533714,202500652@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,江苏徐州,C0003
202500653,莫致远,男,满族,共青团员,2007-11-02,19224798675,202500653@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,辽宁大连,C0003
202500654,段雨泽,男,汉族,共青团员,2007-02-26,18306844515,202500654@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,江苏徐州,C0003
202500655,熊承宇,男,汉族,共青团员,2007-08-15,17764223257,202500655@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东济南,C0003
202500656,薛景行,男,汉族,群众,2007-12-20,18604497422,202500656@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东淄博,C0003
202500657,黄依琳,女,汉族,共青团员,2007-02-20,15219336365,202500657@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东临沂,C0003
202500658,薛子轩,男,汉族,共青团员,2007-12-02,17188149073,202500658@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东淄博,C0003
202500659,袁致远,男,汉族,共青团员,2007-02-16,19811408666,202500659@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,河北石家庄,C0003
202500660,侯思远,男,汉族,共青团员,2007-11-22,18121798543,202500660@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东临沂,C0003
202500661,周志强,男,汉族,共青团员,2007-06-28,19332113711,202500661@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东济宁,C0003
202500662,宋志强,男,汉族,共青团员,2007-02-10,18668641973,202500662@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,黑龙江哈尔滨,C0003
202500663,黎鸿飞,男,汉族,群众,2007-04-20,18742966913,202500663@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东烟台,C0003
202500664,闫思远,男,朝鲜族,共青团员,2007-07-14,17127772383,202500664@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,河南郑州,C0003
202500665,方芳菲,女,回族,共青团员,2007-04-10,17963281679,202500665@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东烟台,C0003
202500666,冯向阳,男,汉族,共青团员,2007-09-15,17197718701,202500666@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东烟台,C0003
202500667,黎子轩,男,汉族,共青团员,2007-07-26,18433373327,202500667@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,河北石家庄,C0003
202500668,曾沛东,男,汉族,共青团员,2007-09-06,18420227379,202500668@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2502班,山东济南,C0003
202500669,龙志强,男,汉族,共青团员,2007-11-19,15673069570,202500669@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东临沂,C0003
202500670,郑鸿飞,男,汉族,共青团员,2007-06-10,17065010684,202500670@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,安徽合肥,C0003
202500671,尹若曦,女,汉族,共青团员,2007-09-17,19862613917,202500671@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,河北石家庄,C0003
202500672,徐宇轩,男,汉族,共青团员,2007-09-18,18850720652,202500672@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东烟台,C0003
202500673,郭昊天,男,满族,共青团员,2007-06-26,18055412487,202500673@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东淄博,C0003
202500674,龙庆丰,男,汉族,群众,2007-08-19,19962835728,202500674@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,河北石家庄,C0003
202500675,廖嘉树,男,壮族,共青团员,2007-09-20,13880221167,202500675@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东青岛,C0003
202500676,邵云舟,男,汉族,共青团员,2007-08-22,13422106007,202500676@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,河南郑州,C0003
202500677,金语嫣,女,汉族,共青团员,2007-06-03,19749050262,202500677@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东潍坊,C0003
202500678,邹诗涵,女,满族,共青团员,2007-08-23,15254998666,202500678@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,江苏徐州,C0003
202500679,尹俊杰,男,汉族,共青团员,2007-02-23,17186882597,202500679@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,江苏徐州,C0003
202500680,龚宇轩,男,朝鲜族,共青团员,2007-08-21,18100695763,202500680@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东烟台,C0003
202500681,赵文博,男,壮族,群众,2007-07-26,13813054431,202500681@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东济南,C0003
202500682,孙天佑,男,朝鲜族,共青团员,2007-03-14,15500033128,202500682@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山西太原,C0003
202500683,韩婉清,女,汉族,共青团员,2007-12-15,19044296273,202500683@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,黑龙江哈尔滨,C0003
202500684,万文博,男,汉族,共青团员,2007-07-21,17158023405,202500684@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,河南郑州,C0003
202500685,雷宗翰,男,汉族,群众,2007-07-17,19012510099,202500685@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东济南,C0003
202500686,范庆丰,男,朝鲜族,群众,2007-03-19,13305973091,202500686@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,江苏徐州,C0003
202500687,范思远,男,蒙古族,群众,2007-01-14,15555016222,202500687@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,河南郑州,C0003
202500688,赵书瑶,女,朝鲜族,共青团员,2007-06-21,17708370946,202500688@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东淄博,C0003
202500689,孔亦驰,男,汉族,共青团员,2007-06-17,15435887390,202500689@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东临沂,C0003
202500690,邓静姝,女,汉族,共青团员,2007-12-25,13136340486,202500690@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东临沂,C0003
202500691,汤泽楷,男,汉族,共青团员,2007-12-04,17972873149,202500691@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,江苏徐州,C0003
202500692,钱芷若,女,壮族,群众,2007-03-04,15928025762,202500692@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东济宁,C0003
202500693,莫文博,男,汉族,共青团员,2007-08-19,19398445652,202500693@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,黑龙江哈尔滨,C0003
202500694,张昊天,男,满族,共青团员,2007-10-10,19832920634,202500694@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东济南,C0003
202500695,田朗峰,男,汉族,共青团员,2007-02-14,18480783425,202500695@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东烟台,C0003
202500696,郝亦驰,男,朝鲜族,共青团员,2007-08-13,13634214356,202500696@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,安徽合肥,C0003
202500697,石雨桐,女,汉族,共青团员,2007-01-11,18153507842,202500697@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,河北石家庄,C0003
202500698,蒋浩然,男,壮族,共青团员,2007-11-22,13444876524,202500698@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东济南,C0003
202500699,冯振宇,男,回族,共青团员,2007-02-04,18511182184,202500699@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,安徽合肥,C0003
202500700,杜宗翰,男,朝鲜族,共青团员,2007-11-04,18715458477,202500700@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,安徽合肥,C0003
202500701,蒋书航,男,汉族,共青团员,2007-01-17,15154172365,202500701@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,黑龙江哈尔滨,C0003
202500702,胡子轩,男,汉族,共青团员,2007-12-26,13675087742,202500702@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2503班,山东烟台,C0003
202500703,冯景行,男,汉族,共青团员,2007-05-06,15229647389,202500703@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山西太原,C0003
202500704,唐昊天,男,汉族,共青团员,2007-08-23,13174374974,202500704@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,黑龙江哈尔滨,C0003
202500705,马乐容,女,汉族,群众,2007-10-07,18285808615,202500705@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东临沂,C0003
202500706,贾悦宁,女,汉族,共青团员,2007-05-28,19111936247,202500706@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,辽宁大连,C0003
202500707,叶嘉树,男,汉族,共青团员,2007-01-07,13901143647,202500707@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,安徽合肥,C0003
202500708,叶慕青,女,汉族,共青团员,2007-03-13,15905353516,202500708@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,河南郑州,C0003
202500709,苏诗涵,女,朝鲜族,共青团员,2007-09-28,19468752078,202500709@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山西太原,C0003
202500710,黄思远,男,汉族,共青团员,2007-02-09,15596140885,202500710@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,辽宁大连,C0003
202500711,顾博文,男,满族,共青团员,2007-10-13,18291999440,202500711@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东淄博,C0003
202500712,王向阳,男,汉族,共青团员,2007-11-20,13349687830,202500712@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,黑龙江哈尔滨,C0003
202500713,金浩然,男,汉族,共青团员,2007-06-10,17610473801,202500713@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,黑龙江哈尔滨,C0003
202500714,张朗峰,男,汉族,共青团员,2007-03-01,17387316169,202500714@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,黑龙江哈尔滨,C0003
202500715,胡立群,男,汉族,共青团员,2007-12-21,17580211784,202500715@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东潍坊,C0003
202500716,万承宇,男,汉族,共青团员,2007-03-26,17588445262,202500716@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东青岛,C0003
202500717,戴庆丰,男,回族,共青团员,2007-04-10,15845033606,202500717@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,江苏徐州,C0003
202500718,宋乐容,女,汉族,共青团员,2007-03-10,13863928143,202500718@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,河北石家庄,C0003
202500719,韦悦宁,女,朝鲜族,群众,2007-12-18,13673066441,202500719@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山西太原,C0003
202500720,邵家豪,男,汉族,共青团员,2007-01-01,13645889303,202500720@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,吉林长春,C0003
202500721,徐诗涵,女,蒙古族,共青团员,2007-05-12,19086488697,202500721@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,黑龙江哈尔滨,C0003
202500722,叶宗翰,男,满族,共青团员,2007-04-15,19092287988,202500722@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,河南郑州,C0003
202500723,赵昊天,男,壮族,共青团员,2007-05-13,17989820788,202500723@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东淄博,C0003
202500724,梁清扬,女,汉族,共青团员,2007-01-27,18297715915,202500724@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东烟台,C0003
202500725,陈家豪,男,朝鲜族,共青团员,2007-05-24,13234331152,202500725@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东淄博,C0003
202500726,徐佳琪,女,蒙古族,群众,2007-10-26,13281167904,202500726@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东济宁,C0003
202500727,肖嘉树,男,汉族,共青团员,2007-04-25,15910118054,202500727@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,江苏徐州,C0003
202500728,宋鸿飞,男,汉族,共青团员,2007-10-10,18259533273,202500728@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,吉林长春,C0003
202500729,严振宇,男,汉族,群众,2007-11-05,17874767638,202500729@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东淄博,C0003
202500730,王雨泽,男,满族,共青团员,2007-05-14,13980460448,202500730@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东临沂,C0003
202500731,汤天佑,男,汉族,共青团员,2007-09-24,15268448226,202500731@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东淄博,C0003
202500732,潘思远,男,汉族,共青团员,2007-04-14,19623652011,202500732@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,吉林长春,C0003
202500733,姜庆丰,男,汉族,共青团员,2007-05-04,13796946093,202500733@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,山东潍坊,C0003
202500734,付清扬,女,朝鲜族,共青团员,2007-09-15,19804663068,202500734@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,黑龙江哈尔滨,C0003
202500735,陶采薇,女,壮族,共青团员,2007-08-07,19133911792,202500735@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,河北石家庄,C0003
202500736,孔宗翰,男,汉族,群众,2007-09-13,19194952967,202500736@hitwh.edu.cn,2025级,汽车工程学院,车辆工程,车辆2504班,河南郑州,C0003
202500737,史泽楷,男,朝鲜族,共青团员,2007-04-18,13136918467,202500737@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东临沂,C0007
202500738,韩乐容,女,汉族,共青团员,2007-09-15,18711390534,202500738@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山西太原,C0007
202500739,叶文博,男,汉族,共青团员,2007-06-14,17892243785,202500739@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东临沂,C0007
202500740,崔俊杰,男,汉族,共青团员,2007-05-01,18890222528,202500740@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,黑龙江哈尔滨,C0007
202500741,蒋俊杰,男,汉族,共青团员,2007-11-23,17577482245,202500741@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东青岛,C0007
202500742,刘静姝,女,朝鲜族,群众,2007-03-15,18430454198,202500742@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,河北石家庄,C0007
202500743,袁沛东,男,朝鲜族,共青团员,2007-02-28,13282079485,202500743@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东淄博,C0007
202500744,白志强,男,汉族,群众,2007-07-06,18848010774,202500744@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,辽宁大连,C0007
202500745,蔡泽楷,男,壮族,共青团员,2007-02-25,13859546166,202500745@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东潍坊,C0007
202500746,吕亦驰,男,蒙古族,群众,2007-12-25,19504697096,202500746@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东济宁,C0007
202500747,罗振宇,男,汉族,共青团员,2007-12-11,13643126459,202500747@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,江苏徐州,C0007
202500748,闫静姝,女,回族,共青团员,2007-06-17,18254799692,202500748@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,辽宁大连,C0007
202500749,宋亦驰,男,汉族,共青团员,2007-12-08,17096028814,202500749@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东烟台,C0007
202500750,何庆丰,男,蒙古族,共青团员,2007-05-24,13033833886,202500750@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,黑龙江哈尔滨,C0007
202500751,韦泽楷,男,汉族,共青团员,2007-04-26,19820177024,202500751@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,黑龙江哈尔滨,C0007
202500752,宋宇轩,男,回族,共青团员,2007-03-28,19369715877,202500752@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东淄博,C0007
202500753,邓嘉树,男,汉族,共青团员,2007-07-04,17596746019,202500753@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东烟台,C0007
202500754,马梦琪,女,汉族,共青团员,2007-02-13,15928791185,202500754@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东临沂,C0007
202500755,朱紫萱,女,汉族,共青团员,2007-01-15,17648862512,202500755@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,吉林长春,C0007
202500756,毛博文,男,满族,群众,2007-09-26,17451945436,202500756@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东临沂,C0007
202500757,冯启铭,男,汉族,群众,2007-06-24,15806720604,202500757@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,安徽合肥,C0007
202500758,孙嘉树,男,回族,群众,2007-03-22,15294302470,202500758@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,吉林长春,C0007
202500759,陈雨泽,男,回族,共青团员,2007-02-16,17697709763,202500759@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,吉林长春,C0007
202500760,梁书航,男,汉族,群众,2007-06-10,13828599123,202500760@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,吉林长春,C0007
202500761,卢思远,男,汉族,共青团员,2007-05-04,17113988720,202500761@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,安徽合肥,C0007
202500762,蔡云舟,男,汉族,共青团员,2007-09-17,17804310833,202500762@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,江苏徐州,C0007
202500763,卢致远,男,朝鲜族,共青团员,2007-10-28,13567050888,202500763@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,江苏徐州,C0007
202500764,王文博,男,汉族,共青团员,2007-04-02,18281249811,202500764@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,河北石家庄,C0007
202500765,邱沛东,男,回族,共青团员,2007-03-13,13241391814,202500765@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,黑龙江哈尔滨,C0007
202500766,何乐容,女,汉族,共青团员,2007-08-15,18576270457,202500766@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,安徽合肥,C0007
202500767,曹鸿飞,男,汉族,共青团员,2007-12-01,17243204518,202500767@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东青岛,C0007
202500768,田梦洁,女,汉族,共青团员,2007-06-18,13355079831,202500768@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,辽宁大连,C0007
202500769,方慕青,女,汉族,共青团员,2007-06-04,19520489977,202500769@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,山东淄博,C0007
